RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
4153378,2017,1983,2024,TCHC,10,Spadina-Fort York,575 ADELAIDE ST W,11,150,2024-08-08,84,84,0,47,3,3,3,3,3,2,3,3,2,2,N/A,N/A,3,3,2,3,2,2,3,2,2,N/A,3,1,3,2,3,1,1,2,3,2,2,3,2,2,3,3,3,1,1,3,3,3,3,1,3,3,3,3,S1028,43.6445845561,-79.40368311,312554.891,4833630.519
4153142,2017,1987,2024,SOCIAL HOUSING,10,Spadina-Fort York,800 ADELAIDE ST W,3,50,2024-08-08,82,82,0,42,3,2,N/A,2,2,1,2,3,1,2,N/A,N/A,3,3,3,3,1,N/A,3,3,N/A,N/A,N/A,3,3,2,3,2,1,2,3,N/A,3,2,2,2,3,3,1,1,1,3,3,3,3,3,3,3,3,3,S1028,43.643963225,-79.410357752,312016.23,4833561.862
4154409,2018,1967,2025,PRIVATE,06,York Centre,5 AGATE RD,11,118,2025-10-08,65,66,-1,44,3,1,1,N/A,3,1,3,3,1,1,N/A,N/A,3,3,2,2,2,N/A,3,1,2,N/A,N/A,1,1,1,3,1,1,1,3,1,2,1,1,1,2,3,2,3,1,3,3,1,1,1,3,1,3,1,N0627,43.727241252,-79.485292328,305969.165,4842810.005
4154409,2018,1967,2023,PRIVATE,06,York Centre,5 AGATE RD,11,118,2023-09-18,70,70,0,43,3,2,2,N/A,2,2,2,2,2,2,N/A,N/A,2,3,2,2,2,N/A,2,2,2,N/A,N/A,2,2,N/A,3,2,2,2,2,2,1,2,2,2,2,3,2,3,2,3,3,3,1,1,1,1,1,1,N0627,43.727241252,-79.485292328,305969.165,4842810.005
4153334,2017,1993,2023,SOCIAL HOUSING,12,Toronto-St. Paul's,339 ALBANY AVE,4,42,2023-07-20,91,91,0,47,3,2,3,3,3,3,3,3,3,2,N/A,3,3,3,2,3,3,N/A,3,2,3,N/A,3,3,3,2,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,1,1,1,3,S1236,43.675421215,-79.413941928,311723.405,4837056.473
4153334,2017,1993,2025,SOCIAL HOUSING,12,Toronto-St. Paul's,339 ALBANY AVE,4,42,2025-07-18,95,95,0,46,3,2,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,3,2,3,3,3,3,3,N/A,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1236,43.675421215,-79.413941928,311723.405,4837056.473
4155485,2017,1957,2024,PRIVATE,03,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2024-08-16,95,95,0,37,2,2,3,N/A,N/A,3,N/A,3,3,3,N/A,2,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,3,2,3,3,2,3,3,3,2,3,3,W0336,43.6158886447,-79.4889237637,305678.326,4830438.387
4155484,2017,1950,2024,PRIVATE,03,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,2024-08-23,97,97,0,37,3,3,3,3,N/A,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,W0336,43.6159770796,-79.4891131322,305663.04,4830448.21
4155483,2017,1950,2023,PRIVATE,03,Etobicoke-Lakeshore,26 ALBERT AVE,3,23,2023-10-11,94,94,0,35,3,3,N/A,N/A,N/A,2,N/A,3,2,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,W0336,43.6162416017,-79.4892718985,305650.222,4830477.596
4155483,2017,1950,2025,PRIVATE,03,Etobicoke-Lakeshore,26 ALBERT AVE,3,23,2025-11-06,97,97,0,38,3,3,3,N/A,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0336,43.6162416017,-79.4892718985,305650.222,4830477.596
4167698,2017,1963,2025,PRIVATE,13,Toronto Centre,40 ALEXANDER ST,19,244,2025-11-07,86,86,0,47,3,1,3,1,1,2,2,3,2,2,3,N/A,3,2,2,1,3,3,3,2,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1326,,,314334.646,4835774.919
4167698,2017,1963,2023,PRIVATE,13,Toronto Centre,40 ALEXANDER ST,19,244,2023-06-16,97,97,0,45,3,3,3,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1326,,,314334.646,4835774.919
4167699,2017,1963,2025,PRIVATE,13,Toronto Centre,50 ALEXANDER ST,29,217,2025-11-07,95,95,0,46,3,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,3,3,1,3,N/A,N/A,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1326,,,314334.646,4835774.919
4167699,2017,1963,2023,PRIVATE,13,Toronto Centre,50 ALEXANDER ST,29,217,2023-06-16,99,99,0,45,3,3,3,N/A,3,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1326,,,314334.646,4835774.919
4167700,2017,1963,2024,PRIVATE,13,Toronto Centre,55 MAITLAND PL,18,244,2024-09-15,90,90,0,44,3,3,3,N/A,3,2,3,3,N/A,3,N/A,N/A,3,3,2,3,3,2,3,3,1,N/A,N/A,1,3,2,3,3,2,3,3,3,3,1,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1326,,,314334.646,4835774.919
4153486,2017,1968,2023,PRIVATE,13,Toronto Centre,100 ALEXANDER ST,12,96,2023-07-13,72,72,0,44,3,1,2,2,3,2,3,3,2,1,N/A,N/A,3,2,3,2,2,N/A,N/A,2,1,N/A,N/A,1,2,1,3,2,3,2,3,2,3,3,3,2,2,3,3,2,1,2,1,1,1,2,1,1,2,1,S1326,43.6641619553,-79.3792187274,314525.392,4835808.179
4153486,2017,1968,2025,PRIVATE,13,Toronto Centre,100 ALEXANDER ST,12,96,2025-11-07,94,94,0,45,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,3,3,1,3,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1326,43.6641619553,-79.3792187274,314525.392,4835808.179
4155340,2017,1966,2023,PRIVATE,02,Etobicoke Centre,10 ALLANHURST DR,11,108,2023-07-06,96,96,0,44,3,3,2,3,3,3,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0230,43.6806469466,-79.5103162763,303952.614,4837632.73
4155644,2017,1957,2024,TCHC,08,Eglinton-Lawrence,87 AMARANTH CRT,4,30,2024-07-18,85,85,0,38,3,2,3,N/A,3,2,N/A,2,3,2,N/A,N/A,3,3,3,3,1,N/A,3,3,1,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,3,3,1,3,1,3,3,1,3,1,1,3,3,3,3,N0823,43.720444621,-79.44680337,309070.52,4842056.181
4154708,2020,,2025,PRIVATE,18,Willowdale,2 ANCONA ST,4,32,2025-08-26,74,74,0,41,1,2,N/A,N/A,3,1,2,1,3,2,N/A,N/A,3,3,1,2,3,3,3,3,N/A,N/A,N/A,1,3,N/A,3,3,1,1,3,1,2,N/A,1,3,3,3,3,3,1,3,2,1,1,1,3,1,3,1,N1822,43.7749913097,-79.439415264,309661.717,4848115.514
4154708,2020,,2023,PRIVATE,18,Willowdale,2 ANCONA ST,4,32,2023-10-17,75,75,0,41,2,2,N/A,N/A,3,1,1,1,3,2,N/A,N/A,3,3,2,2,3,N/A,3,2,3,N/A,N/A,1,1,N/A,3,2,2,2,2,2,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,N1822,43.7749913097,-79.439415264,309661.717,4848115.514
4152837,2017,1992,2024,SOCIAL HOUSING,24,Scarborough-Guildwood,38 ANDOVER CRES,4,25,2024-09-23,96,97,-1,44,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,3,2,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3, 3,3,3, 3,3,E2432,43.7656866774,-79.194946435,329345.274,4847124.988
4155336,2017,1954,2024,PRIVATE,02,Etobicoke Centre,3 ANGLESEY BLVD,4,22,2024-08-16,86,87,-1,39,2,3,3,N/A,3,3,N/A,2,2,3,N/A,3,3,2,3,3,2,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6652587361,-79.5202448321,303151.607,4835923.333
4283460,2018,1950,2024,PRIVATE,02,Etobicoke Centre,4 ANGLESEY BLVD,3,20,2024-07-12,96,96,0,39,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,3,3,3,N/A,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6660993738,-79.5203712408,303141.444,4836016.728
4155335,2017,1954,2024,PRIVATE,02,Etobicoke Centre,7 ANGLESEY BLVD,4,19,2024-08-16,84,85,-1,37,2,3,N/A,N/A,3,3,N/A,2,2,3,N/A,N/A,3,2,3,3,2,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,2,1,3,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6651374005,-79.5205512959,303126.888,4835909.86
4155315,2017,1960,2023,PRIVATE,02,Etobicoke Centre,8 ANGLESEY BLVD,4,23,2023-06-29,94,94,0,40,3,3,3,N/A,3,3,2,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.665842728,-79.5207230628,303113.062,4835988.223
4155315,2017,1960,2025,PRIVATE,02,Etobicoke Centre,8 ANGLESEY BLVD,4,23,2025-09-17,94,94,0,41,3,3,3,N/A,3,2,3,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.665842728,-79.5207230628,303113.062,4835988.223
4155334,2017,1954,2024,PRIVATE,02,Etobicoke Centre,11 ANGLESEY BLVD,4,39,2024-07-22,91,91,0,36,3,3,2,N/A,N/A,3,N/A,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6647200008,-79.5208076953,303106.196,4835863.495
4155316,2017,1953,2023,PRIVATE,02,Etobicoke Centre,12 ANGLESEY BLVD,3,38,2023-06-30,81,81,0,37,2,3,2,2,3,2,N/A,2,2,2,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,2,N/A,N/A,N/A,2,2,3,1,2,3,3,3,1,3,3,3,3,3,1,3,W0229,43.6655032213,-79.5211831074,303075.949,4835950.515
4155316,2017,1953,2025,PRIVATE,02,Etobicoke Centre,12 ANGLESEY BLVD,3,38,2025-08-31,90,91,-1,39,3,3,3,3,3,3,N/A,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,2,3,3,3,N/A,3,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6655032213,-79.5211831074,303075.949,4835950.515
4155317,2017,1958,2024,PRIVATE,02,Etobicoke Centre,14-16 ANGLESEY BLVD,4,24,2024-08-06,78,78,0,38,3,3,3,2,N/A,3,N/A,2,2,3,N/A,N/A,3,2,2,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,2,2,1,3,3,3,3,1,1,1,1,1,1,1,1,W0229,43.6652491637,-79.5211721402,303076.824,4835922.29
4155333,2017,1955,2024,PRIVATE,02,Etobicoke Centre,15 ANGLESEY BLVD,3,41,2024-07-22,92,92,0,36,3,3,2,N/A,N/A,3,N/A,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,W0229,43.6641882866,-79.5210515699,303086.51,4835804.43
4155318,2017,1943,2023,PRIVATE,02,Etobicoke Centre,18 ANGLESEY BLVD,4,25,2023-06-30,87,87,0,38,3,3,3,2,3,2,N/A,2,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,2,3,3,W0229,43.6649891625,-79.5216401905,303039.069,4835893.416
4155318,2017,1943,2025,PRIVATE,02,Etobicoke Centre,18 ANGLESEY BLVD,4,25,2025-08-31,95,95,0,38,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.6649891625,-79.5216401905,303039.069,4835893.416
4155319,2017,1953,2024,PRIVATE,02,Etobicoke Centre,20 ANGLESEY BLVD,4,25,2024-07-12,82,82,0,39,3,3,3,3,3,3,N/A,3,3,2,N/A,N/A,3,1,3,3,2,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,1,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,W0229,43.6647873708,-79.521769522,303028.632,4835871.001
5386640,2024,1950,2024,PRIVATE,02,Etobicoke Centre,24 ANGLESEY BLVD,3,22,2024-08-19,32,32,0,47,3,3,N/A,1,3,2,2,2,2,3,N/A,N/A,3,1,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,W0229,43.6644747521,-79.5218660319,303020.838,4835836.273
4154375,2017,1950,2025,PRIVATE,06,York Centre,17 ANTHONY RD,3,11,2025-07-18,79,79,0,37,3,2,1,N/A,3,1,N/A,3,1,3,N/A,N/A,3,3,1,1,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,1,N/A,3,N/A,2,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,N0632,43.730431165,-79.459609938,308038.125,4843165.06
4154375,2017,1950,2023,PRIVATE,06,York Centre,17 ANTHONY RD,3,11,2023-07-28,89,89,0,36,3,2,2,N/A,N/A,1,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,2,N/A,3,N/A,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,N0632,43.730431165,-79.459609938,308038.125,4843165.06
4154370,2017,1958,2024,PRIVATE,06,York Centre,23 ANTHONY RD,3,12,2024-07-16,85,85,0,37,3,2,1,N/A,2,2,N/A,2,3,2,N/A,2,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,1,N/A,3,N/A,3,2,N/A,3,3,1,3,3,3,3,3,3,3,3,3,3,N0632,43.730298122,-79.460207151,307990.018,4843150.255
4154623,2017,1960,2024,PRIVATE,06,York Centre,155 ANTIBES DR,17,259,2024-08-26,89,89,0,44,3,3,2,N/A,3,3,3,2,2,2,N/A,N/A,3,3,3,3,2,N/A,2,3,3,N/A,N/A,2,3,2,3,3,2,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N0622,43.782080581,-79.445912838,309137.897,4848903.701
4154624,2017,1979,2023,PRIVATE,06,York Centre,300 ANTIBES DR,21,372,2023-08-15,90,90,0,46,3,2,3,N/A,2,2,3,3,3,1,2,N/A,3,2,3,3,3,N/A,3,3,N/A,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,N0622,43.781284911,-79.450027518,308806.743,4848815.09
4154624,2017,1979,2025,PRIVATE,06,York Centre,300 ANTIBES DR,21,372,2025-09-29,94,94,0,46,3,3,2,2,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0622,43.781284911,-79.450027518,308806.743,4848815.09
4152727,2017,1970,2024,PRIVATE,21,Scarborough Centre,1 ANTRIM CRES,12,167,2024-10-01,88,88,0,46,3,2,2,2,3,2,3,2,3,2,N/A,N/A,3,3,2,2,3,3,3,2,3,N/A,N/A,2,3,3,3,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,E2123,43.7706671849,-79.2834762458,322216.1,4847656.036
4232801,2017,1989,2024,PRIVATE,21,Scarborough Centre,4 ANTRIM CRES,10,65,2024-10-01,93,93,0,45,3,2,2,N/A,3,2,2,3,3,2,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,E2123,43.7717770023,-79.2843647481,322144.253,4847779.143
4152726,2017,1971,2025,PRIVATE,21,Scarborough Centre,11 ANTRIM CRES,12,167,2025-09-17,95,95,0,45,3,3,3,3,3,3,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2123,43.7707832946,-79.2843673903,322144.325,4847668.747
4152726,2017,1971,2023,PRIVATE,21,Scarborough Centre,11 ANTRIM CRES,12,167,2023-06-16,99,99,0,45,3,3,3,N/A,3,3,3,3,3,3,2,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,E2123,43.7707832946,-79.2843673903,322144.325,4847668.747
4152729,2017,1971,2024,PRIVATE,21,Scarborough Centre,20 ANTRIM CRES,13,177,2024-08-22,89,89,0,47,3,3,2,N/A,3,3,3,2,3,3,3,N/A,3,3,2,3,2,3,3,2,2,N/A,2,2,3,3,3,2,2,2,2,3,2,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,E2123,43.7720555044,-79.2853142425,322067.736,4847809.886
4152728,2017,1972,2025,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,2025-09-09,97,97,0,46,3,3,3,N/A,3,3,3,2,3,3,2,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,E2123,43.7723180506,-79.2859346865,322017.714,4847838.926
4152728,2017,1972,2023,PRIVATE,21,Scarborough Centre,30 ANTRIM CRES,10,135,2023-06-16,96,96,0,45,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2123,43.7723180506,-79.2859346865,322017.714,4847838.926
4152725,2017,1974,2025,PRIVATE,21,Scarborough Centre,41 ANTRIM CRES,14,192,2025-09-09,92,92,0,46,3,3,3,3,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,3,2,3,2,3,3,1,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,E2123,43.771912239,-79.287922032,321852.127,4847784.889
4152725,2017,1974,2023,PRIVATE,21,Scarborough Centre,41 ANTRIM CRES,14,192,2023-06-16,97,97,0,44,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2123,43.771912239,-79.287922032,321852.127,4847784.889
4155542,2017,1957,2024,PRIVATE,03,Etobicoke-Lakeshore,44 ARCADIAN CRCL,3,13,2024-09-03,94,94,0,39,3,2,3,N/A,N/A,3,N/A,2,3,2,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,2,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,W0334,43.5933280046,-79.5267034096,302628.294,4827932.264
4156430,2017,1972,2023,TCHC,07,Humber River-Black Creek,7 ARLETA AVE,4,201,2023-08-11,84,84,0,46,3,2,2,3,3,1,2,2,2,2,N/A,3,3,3,2,2,2,N/A,3,2,N/A,N/A,3,2,3,2,3,3,2,2,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,W0732,43.7420099966,-79.5008716177,304714.372,4844449.658
4156430,2017,1972,2025,TCHC,07,Humber River-Black Creek,7 ARLETA AVE,4,201,2025-09-05,96,96,0,44,3,3,N/A,3,3,3,1,3,N/A,3,N/A,N/A,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0732,43.7420099966,-79.5008716177,304714.372,4844449.658
4155991,2017,1972,2024,TCHC,07,Humber River-Black Creek,11 ARLETA AVE,4,171,2024-09-03,93,93,0,44,3,3,N/A,N/A,3,2,2,3,2,3,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,2,1,3,1,2,W0732,43.7429406222,-79.5009610922,304707.169,4844553.048
4156101,2019,1930,2024,PRIVATE,12,Toronto-St. Paul's,143 ARLINGTON AVE,4,28,2024-07-12,91,91,0,39,3,1,3,3,3,1,3,3,3,3,N/A,N/A,3,3,1,3,3,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1223,43.681860451,-79.428795617,310515.543,4837773.832
4156623,2019,1930,2024,PRIVATE,12,Toronto-St. Paul's,145 ARLINGTON AVE,4,32,2024-07-05,86,86,0,34,3,1,3,N/A,N/A,2,N/A,2,3,2,N/A,N/A,3,3,3,2,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S1223,43.681993157,-79.428841949,,
4154302,2017,1960,2024,PRIVATE,05,York South-Weston,2 ARROWSMITH AVE,3,11,2024-06-18,92,92,0,37,3,2,2,N/A,N/A,3,N/A,3,N/A,2,N/A,1,3,3,3,2,1,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0529,43.704415938,-79.477491382,306598.318,4840274.378
4154303,2018,1953,2023,PRIVATE,05,York South-Weston,16 ARROWSMITH AVE,3,11,2023-10-23,94,94,0,36,3,3,3,N/A,N/A,3,N/A,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,1,W0529,43.704366837,-79.477906619,306564.853,4840268.915
4154303,2018,1953,2025,PRIVATE,05,York South-Weston,16 ARROWSMITH AVE,3,11,2025-10-23,94,94,0,41,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,2,3,2,3,3,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,3,3,3,N/A,2,3,3,3,3,3,3,3,2,3,3,1,3,1,3,3,W0529,43.704366837,-79.477906619,306564.853,4840268.915
4153729,2017,1984,2025,TCHC,11,University-Rosedale,40 ASQUITH AVE,17,192,2025-09-12,81,81,0,42,3,3,N/A,N/A,3,1,3,2,3,3,N/A,N/A,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,1,3,2,3,1,1,2,1,1,3,3,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,S1129,43.671910844,-79.38519572,314041.906,4836669.309
4153729,2017,1984,2023,TCHC,11,University-Rosedale,40 ASQUITH AVE,17,192,2023-08-31,90,90,0,44,3,3,N/A,3,3,2,3,3,3,2,N/A,3,3,3,2,2,3,N/A,3,3,N/A,N/A,N/A,2,3,2,3,2,2,2,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,S1129,43.671910844,-79.38519572,314041.906,4836669.309
