RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
4154786,2017,1960,2023,PRIVATE,16,Don Valley East,14 THE DONWAY E,4,40,2023-07-24,93,93,0,40,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,1,3,N/A,3,N/A,3,3,2,N/A,N/A,2,3,N/A,3,3,3,3,N/A,3,3,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1627,43.7357778684,-79.3410317074,317589.923,4843769.528
4154786,2017,1960,2025,PRIVATE,16,Don Valley East,14 THE DONWAY E,4,40,2025-06-13,95,95,0,42,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,1,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,N1627,43.7357778684,-79.3410317074,317589.923,4843769.528
4154785,2017,1959,2024,PRIVATE,16,Don Valley East,16 THE DONWAY E,4,61,2024-09-26,97,97,0,43,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1627,43.7362179741,-79.3411712705,317578.588,4843818.401
4154784,2017,1963,2023,PRIVATE,16,Don Valley East,18 THE DONWAY E,7,76,2023-07-25,92,92,0,41,2,3,N/A,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,2,N/A,N/A,N/A,N/A,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,N1627,43.7371481492,-79.3412586289,317571.354,4843921.73
4154784,2017,1963,2025,PRIVATE,16,Don Valley East,18 THE DONWAY E,7,76,2025-06-18,95,95,0,44,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1627,43.7371481492,-79.3412586289,317571.354,4843921.73
4154793,2019,1962,2023,PRIVATE,16,Don Valley East,150 THE DONWAY W,6,65,2023-07-20,84,84,0,42,3,2,2,N/A,3,2,2,3,3,2,N/A,N/A,3,3,1,3,3,N/A,3,2,3,N/A,N/A,2,3,N/A,3,3,3,3,3,2,3,N/A,2,3,3,3,2,3,3,3,2,1,1,1,1,1,1,3,N1626,43.733390855,-79.347625086,317059.04,4843504.301
4154793,2019,1962,2025,PRIVATE,16,Don Valley East,150 THE DONWAY W,6,65,2025-07-12,97,97,0,43,3,2,3,3,3,3,3,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,2,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1626,43.733390855,-79.347625086,317059.04,4843504.301
4155373,2017,1966,2023,PRIVATE,02,Etobicoke Centre,340 THE EAST MALL,8,82,2023-07-11,91,91,0,43,3,2,3,N/A,2,2,3,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,2,3,N/A,2,3,N/A,3,3,3,3,3,2,3,N/A,3,2,3,3,2,3,3,3,3,3,3,3,3,3,1,3,W0234,43.639211983,-79.557274574,300163.043,4833031.882
4155373,2017,1966,2025,PRIVATE,02,Etobicoke Centre,340 THE EAST MALL,8,82,2025-06-26,99,99,0,44,3,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,3,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0234,43.639211983,-79.557274574,300163.043,4833031.882
4155372,2017,1966,2024,PRIVATE,02,Etobicoke Centre,350 THE EAST MALL,8,77,2024-08-19,89,89,0,42,3,3,3,3,3,2,3,2,2,3,2,N/A,3,1,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,N/A,N/A,3,3,3,N/A,2,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,W0234,43.6409375291,-79.5581295431,300094.471,4833222.672
4155399,2017,1960,2024,PRIVATE,02,Etobicoke Centre,530 THE EAST MALL,7,110,2024-08-12,87,87,0,43,3,3,3,N/A,3,2,3,2,3,2,N/A,3,3,3,3,2,3,N/A,3,3,2,N/A,N/A,1,2,N/A,3,3,1,1,3,3,3,N/A,2,2,3,3,3,3,2,3,1,3,3,3,3,3,3,3,W0232,43.6515343757,-79.563209379,299685.571,4834400.211
4155401,2017,1969,2024,PRIVATE,02,Etobicoke Centre,535 THE EAST MALL,7,90,2024-09-05,81,81,0,42,3,3,3,3,3,1,1,2,2,3,2,N/A,3,3,2,3,3,N/A,N/A,3,N/A,N/A,N/A,2,1,N/A,3,3,2,3,3,3,3,N/A,1,2,3,1,2,3,3,3,2,3,1,1,3,1,3,3,W0232,43.6517984976,-79.5625281219,299740.547,4834429.513
4155400,2018,1972,2024,PRIVATE,02,Etobicoke Centre,580 THE EAST MALL,16,122,2024-08-20,95,95,0,45,3,3,2,3,3,2,2,2,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,W0232,43.6537002265,-79.5643718733,299591.993,4834640.898
4153381,2017,1983,2025,TCHC,10,Spadina-Fort York,55 THE ESPLANADE,12,166,2025-07-25,80,80,0,43,3,3,N/A,3,3,3,3,3,2,3,N/A,N/A,3,3,1,1,2,0,3,3,N/A,N/A,N/A,N/A,3,0,3,2,1,1,3,1,2,2,1,1,3,3,3,2,1,3,3,3,3,3,3,3,3,3,S1038,43.646717897,-79.374036398,314890.596,4833814.598
4153381,2017,1983,2023,TCHC,10,Spadina-Fort York,55 THE ESPLANADE,12,166,2023-09-26,91,91,0,43,3,3,N/A,N/A,3,2,2,3,1,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,S1038,43.646717897,-79.374036398,314890.596,4833814.598
4153382,2017,1997,2023,SOCIAL HOUSING,10,Spadina-Fort York,85 THE ESPLANADE,7,128,2023-10-17,87,87,0,43,3,2,N/A,N/A,N/A,2,2,2,3,2,N/A,N/A,3,3,2,2,3,3,3,3,N/A,N/A,3,2,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,1,3,3,S1038,43.647312711,-79.372960844,315032.675,4833938.007
4153382,2017,1997,2025,SOCIAL HOUSING,10,Spadina-Fort York,85 THE ESPLANADE,7,128,2025-07-21,93,93,0,44,3,3,N/A,3,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,2,3,3,3,N/A,N/A,3,3,3,2,3,3,1,3,3,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1038,43.647312711,-79.372960844,315032.675,4833938.007
4153389,2018,1993,2024,SOCIAL HOUSING,13,Toronto Centre,110 THE ESPLANADE,9,205,2024-07-31,96,96,0,43,3,3,N/A,3,3,2,3,2,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,3,N/A,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1339,43.648021678,-79.372388005,315078.766,4834016.84
4155800,2017,1993,2025,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2025-11-13,81,81,0,42,3,3,N/A,N/A,3,1,N/A,3,3,3,N/A,N/A,3,3,2,3,0,N/A,3,3,N/A,N/A,0,0,3,0,3,2,1,2,3,2,3,3,2,2,3,3,1,3,1,3,3,3,3,3,3,3,3,3,S1339,43.648548433,-79.370253431,315250.877,4834075.626
4155800,2017,1993,2023,TCHC,13,Toronto Centre,140 THE ESPLANADE,7,102,2023-07-30,89,89,0,44,3,3,3,N/A,2,2,N/A,2,3,2,N/A,N/A,3,3,2,3,2,3,3,3,N/A,N/A,3,1,3,3,3,3,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1339,43.648548433,-79.370253431,315250.877,4834075.626
4167459,2017,2006,2023,TCHC,13,Toronto Centre,176 THE ESPLANADE,7,220,2023-06-08,92,92,0,41,1,3,N/A,N/A,3,3,3,3,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,2,N/A,3,N/A,3,3,2,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,S1339,43.649017812,-79.367964945,315435.409,4834128.066
4167459,2017,2006,2025,TCHC,13,Toronto Centre,176 THE ESPLANADE,7,220,2025-11-13,94,95,-1,43,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,1,3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,S1339,43.649017812,-79.367964945,315435.409,4834128.066
4154773,2017,1961,2023,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2023-08-16,91,91,0,47,3,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,2,2,2,1,1,1,2,N1627,43.72982571,-79.340627217,317684.369,4842978.082
4154773,2017,1961,2025,PRIVATE,16,Don Valley East,32 THE HEIGHTS DR,4,55,2025-06-13,93,93,0,44,3,3,3,N/A,3,2,3,1,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,3,N1627,43.72982571,-79.340627217,317684.369,4842978.082
4155327,2017,1966,2023,PRIVATE,02,Etobicoke Centre,289 THE KINGSWAY,17,73,2023-08-29,95,95,0,40,3,3,N/A,N/A,N/A,3,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,N/A,3,N/A,3,3,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,W0229,43.663190582,-79.519535276,303208.491,4835694.511
4153888,2017,1963,2023,PRIVATE,12,Toronto-St. Paul's,90 WARREN RD,5,79,2023-08-17,87,87,0,42,3,2,3,3,3,2,N/A,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,2,2,N/A,3,3,2,2,3,3,3,N/A,2,3,3,3,3,2,1,3,2,1,2,1,1,1,1,2,S1231,43.685922856,-79.406920969,312288.29,4838223.81
4153888,2017,1963,2025,PRIVATE,12,Toronto-St. Paul's,90 WARREN RD,5,79,2025-11-24,83,83,0,41,3,3,3,2,3,2,N/A,2,2,3,N/A,N/A,3,2,3,3,2,N/A,N/A,3,2,N/A,N/A,1,2,N/A,3,3,2,2,2,3,2,N/A,2,3,2,3,2,3,3,3,2,3,1,3,3,1,3,3,S1231,43.685922856,-79.406920969,312288.29,4838223.81
4156297,2017,1968,2023,PRIVATE,02,Etobicoke Centre,25 WARRENDER AVE,13,126,2023-09-25,95,95,0,42,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,2,N/A,N/A,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.67573405,-79.551408627,300638.915,4837089.082
4156297,2017,1968,2025,PRIVATE,02,Etobicoke Centre,25 WARRENDER AVE,13,126,2025-10-20,96,96,0,44,3,3,3,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.67573405,-79.551408627,300638.915,4837089.082
4156102,2017,1968,2023,PRIVATE,02,Etobicoke Centre,35 WARRENDER AVE,7,108,2023-09-25,94,94,0,42,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,2,N/A,N/A,2,3,3,3,3,2,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.676251271,-79.552119041,300581.193,4837146.295
4156102,2017,1968,2025,PRIVATE,02,Etobicoke Centre,35 WARRENDER AVE,7,108,2025-10-20,96,96,0,45,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,3,3,3, 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.676251271,-79.552119041,300581.193,4837146.295
4155928,2017,1971,2023,PRIVATE,02,Etobicoke Centre,41 WARRENDER AVE,7,105,2023-09-25,94,94,0,43,3,3,N/A,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.676012059,-79.553552325,300469.801,4837116.899
4155928,2017,1971,2025,PRIVATE,02,Etobicoke Centre,41 WARRENDER AVE,7,105,2025-10-20,96,96,0,44,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.676012059,-79.553552325,300469.801,4837116.899
4232592,2017,1971,2023,PRIVATE,02,Etobicoke Centre,53 WARRENDER AVE,13,128,2023-09-25,94,94,0,43,3,3,N/A,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.675270143,-79.553851772,300439.227,4837043.395
4232592,2017,1971,2025,PRIVATE,02,Etobicoke Centre,53 WARRENDER AVE,13,128,2025-10-20,96,96,0,44,3,3,3,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,43.675270143,-79.553851772,300439.227,4837043.395
5333758,2023,2022,2024,PRIVATE,02,Etobicoke Centre,55 WARRENDER AVE,16,259,2024-08-08,99,99,0,46,3,3,3,3,3,3,3,3,N/A,3,N/A,3,3,3,3,3,N/A,3,3,3,3,N/A,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0227,,,300369.068,4837093.661
4154505,2017,1957,2025,PRIVATE,08,Eglinton-Lawrence,8 WASDALE CRES,3,10,2025-10-29,73,73,0,36,2,3,1,N/A,3,2,2,3,1,2,N/A,N/A,3,3,2,2,N/A,N/A,2,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,2,2,3,1,2,3,2,3,1,1,1,1,1,1,1,1,N0823,43.7312468474,-79.4350947761,310013.27,4843255.994
4154505,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,8 WASDALE CRES,3,10,2023-10-03,80,80,0,40,3,3,2,N/A,2,2,2,2,2,3,N/A,2,3,3,2,2,2,N/A,2,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,3,2,N/A,2,3,3,3,3,3,2,3,1,2,2,1,1,1,1,1,N0823,43.7312468474,-79.4350947761,310013.27,4843255.994
4154506,2017,1956,2025,PRIVATE,08,Eglinton-Lawrence,10 WASDALE CRES,3,10,2025-10-29,91,91,0,38,3,3,N/A,N/A,3,2,2,3,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0823,43.7311946993,-79.4353275935,309994.519,4843250.185
4154506,2017,1956,2023,PRIVATE,08,Eglinton-Lawrence,10 WASDALE CRES,3,10,2023-07-27,98,98,0,38,3,3,3,N/A,N/A,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0823,43.7311946993,-79.4353275935,309994.519,4843250.185
4154507,2017,1950,2023,PRIVATE,08,Eglinton-Lawrence,24 WASDALE CRES,3,11,2023-09-20,87,87,0,39,3,3,2,N/A,3,2,3,2,3,2,N/A,N/A,2,3,2,2,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,2,3,3,N/A,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
4154507,2017,1950,2025,PRIVATE,08,Eglinton-Lawrence,24 WASDALE CRES,3,11,2025-10-29,96,96,0,37,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0823,43.730975673,-79.4363599981,309911.368,4843225.786
4154508,2017,1975,2025,PRIVATE,08,Eglinton-Lawrence,28 WASDALE CRES,3,11,2025-10-29,98,98,0,37,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,N0823,43.7309298534,-79.4365851209,309893.236,4843220.682
4154508,2017,1975,2023,PRIVATE,08,Eglinton-Lawrence,28 WASDALE CRES,3,11,2023-07-27,97,97,0,38,3,3,N/A,N/A,3,2,3,3,3,3,N/A,3,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0823,43.7309298534,-79.4365851209,309893.236,4843220.682
4154509,2017,1956,2024,PRIVATE,08,Eglinton-Lawrence,30 WASDALE CRES,3,10,2024-07-26,87,87,0,36,3,3,N/A,N/A,3,2,3,2,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,1,3,N/A,N/A,N/A,3,1,3,3,2,3,3,3,3,3,3,3,3,1,3,3,N0823,43.7308801884,-79.4368395679,309872.742,4843215.149
4154549,2018,1950,2024,PRIVATE,08,Eglinton-Lawrence,31 WASDALE CRES,3,11,2024-09-27,96,96,0,39,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,2,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,N0823,43.730876788,-79.4343345171,310074.549,4843214.935
4154510,2024,1957,2023,PRIVATE,08,Eglinton-Lawrence,32 WASDALE CRES,3,10,2023-09-20,67,67,0,39,1,3,2,N/A,2,2,3,2,2,2,N/A,N/A,2,0,2,2,3,N/A,3,2,2,N/A,N/A,3,2,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,2,2,3,2,2,3,3,0,1,1,1,1,1,1,1,N0823,43.7308261841,-79.4370615952,309854.86,4843209.136
4154510,2024,1957,2025,PRIVATE,08,Eglinton-Lawrence,32 WASDALE CRES,3,10,2025-10-29,84,84,0,38,1,3,N/A,N/A,3,2,2,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,2,2,N/A,3,N/A,3,2,3,3,3,2,3,3,3,2,2,2,1,3,1,3,N0823,43.7308261841,-79.4370615952,309854.86,4843209.136
4154548,2017,1960,2025,PRIVATE,08,Eglinton-Lawrence,33 WASDALE CRES,3,11,2025-10-30,83,83,0,38,2,2,N/A,N/A,3,2,2,3,2,2,N/A,N/A,3,3,3,3,2,N/A,3,2,2,N/A,N/A,2,3,N/A,N/A,N/A,2,3,1,N/A,3,N/A,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,N0823,43.7308134722,-79.4346272545,310050.972,4843207.881
4154548,2017,1960,2023,PRIVATE,08,Eglinton-Lawrence,33 WASDALE CRES,3,11,2023-08-03,87,87,0,39,2,2,N/A,N/A,3,2,3,3,3,3,N/A,2,3,2,3,3,2,N/A,3,2,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,N0823,43.7308134722,-79.4346272545,310050.972,4843207.881
4154511,2017,1965,2023,PRIVATE,08,Eglinton-Lawrence,34 WASDALE CRES,3,11,2023-10-25,81,81,0,40,2,3,3,N/A,3,2,2,2,3,2,N/A,3,2,3,2,3,2,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,2,3,3,N/A,2,2,2,3,2,3,2,3,2,1,3,1,3,1,1,3,N0823,43.7307766314,-79.4372931994,309836.206,4843203.617
4154511,2017,1965,2025,PRIVATE,08,Eglinton-Lawrence,34 WASDALE CRES,3,11,2025-10-30,87,87,0,36,3,3,N/A,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,N0823,43.7307766314,-79.4372931994,309836.206,4843203.617
4154547,2017,1955,2024,PRIVATE,08,Eglinton-Lawrence,35 WASDALE CRES,3,10,2024-07-26,94,94,0,39,3,3,N/A,3,2,3,2,3,3,3,N/A,3,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,N0823,43.7307226236,-79.434896794,310029.266,4843197.77
4155327,2017,1966,2025,PRIVATE,02,Etobicoke Centre,289 THE KINGSWAY,17,73,2025-11-07,100,100,0,46,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.663190582,-79.519535276,303208.491,4835694.511
4156089,2017,1977,2023,PRIVATE,02,Etobicoke Centre,290 THE KINGSWAY,4,22,2023-07-06,78,78,0,40,2,3,2,3,3,1,N/A,2,2,1,N/A,N/A,3,2,2,2,2,N/A,3,3,2,N/A,N/A,1,3,N/A,N/A,N/A,2,3,2,3,3,N/A,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.663342704,-79.521030395,303087.922,4835711.443
4156089,2017,1977,2025,PRIVATE,02,Etobicoke Centre,290 THE KINGSWAY,4,22,2025-11-12,97,97,0,40,3,3,3,N/A,3,1,N/A,3,3,3,3,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.663342704,-79.521030395,303087.922,4835711.443
4156447,2017,1977,2024,PRIVATE,02,Etobicoke Centre,292 THE KINGSWAY,4,22,2024-08-13,84,84,0,36,3,3,N/A,2,N/A,2,N/A,2,2,2,N/A,N/A,3,3,3,3,3,N/A,3,2,2,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,3,1,3,3,3,3,2,3,1,3,3,3,3,3,W0229,43.663489134,-79.521317056,303064.81,4835727.717
4234487,2017,1970,2024,PRIVATE,02,Etobicoke Centre,300 THE KINGSWAY,4,12,2024-08-06,79,79,0,38,3,2,3,3,N/A,2,N/A,2,2,2,N/A,1,3,3,2,2,3,N/A,3,1,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,1,3,2,3,3,3,3,3,3,3,1,3,3,W0229,43.6640064688,-79.5223413659,302982.487,4835784.26
4155310,2017,1962,2023,PRIVATE,02,Etobicoke Centre,307 THE KINGSWAY,3,26,2023-07-26,88,88,0,38,3,3,2,3,3,2,N/A,2,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,N/A,N/A,3,3,3,1,2,3,3,3,2,3,3,3,2,2,2,3,W0229,43.6646746732,-79.5222520533,302989.714,4835858.492
4155310,2017,1962,2025,PRIVATE,02,Etobicoke Centre,307 THE KINGSWAY,3,26,2025-09-17,92,93,-1,39,3,3,3,N/A,3,1,N/A,3,3,2,N/A,N/A,3,3,3,3,3,3,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.6646746732,-79.5222520533,302989.714,4835858.492
4155322,,1952,2023,PRIVATE,02,Etobicoke Centre,308 THE KINGSWAY,4,34,2023-06-22,89,89,0,40,3,3,3,3,3,2,N/A,2,3,3,N/A,N/A,3,3,3,2,3,N/A,3,3,3,N/A,N/A,1,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,2,2,3,W0229,43.6641680509,-79.5231261637,302919.2,4835802.229
4155322,,1952,2025,PRIVATE,02,Etobicoke Centre,308 THE KINGSWAY,4,34,2025-08-31,96,96,0,39,3,3,3,N/A,3,3,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,W0229,43.6641680509,-79.5231261637,302919.2,4835802.229
